accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.262799886906932,0.954199882777026,0.0440582397571712,-0.0760080111052799,0.608677944663293,3.66865136404222
-0.268647228428062,0.941181417943815,0.0498730324864701,-0.0740308740912114,0.608103081074525,3.67050749973722
-0.32479562816138,0.903717064401123,0.0731967808197828,-0.0799922970345841,0.597241202630055,3.67182522709683
-0.402501713380176,0.864466410311576,0.105906409120579,-0.082065143237769,0.58725697012884,3.66339608203948
-0.468786985001104,0.834609167373183,0.134981531992648,-0.0801593986978896,0.578508534260179,3.64679370801317
-0.522697823612109,0.81386453261305,0.160365679576242,-0.0742947101033194,0.571254850862161,3.62358025585189
-0.563631316549343,0.801715984375829,0.18208764907083,-0.0645955783070502,0.56565390459189,3.59526497208592
-0.591333855458154,0.797447943585672,0.200248231802899,-0.051283915320393,0.561765165158793,3.56326844044777
-0.605888903296883,0.800184521548446,0.215006902880216,-0.0346693964156891,0.559555718814639,3.5288928806187
-0.607695173888258,0.808929008874525,0.226568982635506,-0.0151380143102239,0.558909403562237,3.49329863444835
-0.59743669730833,0.822602982331405,0.23517362524108,0.00686078480927845,0.559638208185649,3.4574867504906
-0.576046383743001,0.840084097445152,0.241082859114351,0.0308280247195331,0.561495170488034,3.42228741320185
-0.544664757334351,0.860241789420604,0.244571800059242,0.0562298336285628,0.564188025678572,3.3883538492141
-0.504595521887046,0.881970226287374,0.245920081551883,0.0825124401801526,0.56739290735733,3.35616127197185
-0.457259555002047,0.904217954104558,0.245404494478082,0.109117171877471,0.570767485773151,3.32601038789343
-0.404148818584527,0.926013755250737,0.243292796871056,0.13549508385678,0.573963034759495,3.29803497151556
-0.346781533149509,0.946488318349294,0.239838638336165,0.161120836135624,0.576635042811891,3.27221301370076
-0.286659801441939,0.964891401792505,0.235277539114532,0.185505437416143,0.57845211723837,3.24838094732822
-0.225230692251579,0.980604269075876,0.229823865586283,0.208207488974811,0.579103064920755,3.22625045261478
-0.163851615190891,0.993147286628398,0.223668748353604,0.228842597118879,0.578302160815698,3.20542733572375
-0.103760636915812,1.00218270319036,0.216978892292208,0.247090678841811,0.575792728380108,3.18543195890085
